metric,statistic,value,scenario,instance
f1,min,0.0,rbv2_svm,307
logloss,min,0.047071237,rbv2_svm,307
memory,min,264.3255,rbv2_svm,307
timepredict,min,0.02282091,rbv2_svm,307
timetrain,min,0.15706405,rbv2_svm,307
acc,max,0.9962111,rbv2_svm,307
auc,max,0.9996701,rbv2_svm,307
bac,max,0.98802924,rbv2_svm,307
brier,max,1.0391535,rbv2_svm,307
f1,max,0.010457456,rbv2_svm,307
logloss,max,2.785863,rbv2_svm,307
memory,max,422.884,rbv2_svm,307
timepredict,max,0.49875376,rbv2_svm,307
timetrain,max,21.991982,rbv2_svm,307
acc,min,0.32386932,rbv2_ranger,41157
auc,min,0.0025137898,rbv2_ranger,41157
bac,min,0.0016336371,rbv2_ranger,41157
brier,min,0.0,rbv2_ranger,41157
f1,min,0.0,rbv2_ranger,41157
logloss,min,-1.5345643e-11,rbv2_ranger,41157
memory,min,0.0,rbv2_ranger,41157
timepredict,min,0.02400092,rbv2_ranger,41157
timetrain,min,0.119,rbv2_ranger,41157
acc,max,1.0,rbv2_ranger,41157
auc,max,1.0,rbv2_ranger,41157
bac,max,1.0,rbv2_ranger,41157
brier,max,0.8867478,rbv2_ranger,41157
f1,max,1.0,rbv2_ranger,41157
logloss,max,1.0451034,rbv2_ranger,41157
memory,max,2561.903,rbv2_ranger,41157
timepredict,max,14.856475,rbv2_ranger,41157
timetrain,max,220.07047,rbv2_ranger,41157
acc,min,0.24572141,rbv2_aknn,458
auc,min,0.3596229,rbv2_aknn,458
bac,min,0.055874676,rbv2_aknn,458
brier,min,2.8610431e-05,rbv2_aknn,458
f1,min,0.0,rbv2_aknn,458
logloss,min,9.99526e-16,rbv2_aknn,458
memory,min,6.384544,rbv2_aknn,458
timepredict,min,0.03401322,rbv2_aknn,458
timetrain,min,0.12617117,rbv2_aknn,458
acc,max,0.9999752,rbv2_aknn,458
auc,max,0.9999981,rbv2_aknn,458
bac,max,0.9997703,rbv2_aknn,458
brier,max,1.4378239,rbv2_aknn,458
f1,max,0.111986786,rbv2_aknn,458
logloss,max,29.705853,rbv2_aknn,458
memory,max,611.4478,rbv2_aknn,458
timepredict,max,0.63450974,rbv2_aknn,458
timetrain,max,5.880113,rbv2_aknn,458
acc,min,0.023109239,rbv2_glmnet,300
auc,min,0.4071596,rbv2_glmnet,300
bac,min,0.016280606,rbv2_glmnet,300
brier,min,0.039687295,rbv2_glmnet,300
f1,min,0.0,rbv2_glmnet,300
logloss,min,0.09436678,rbv2_glmnet,300
memory,min,0.057664048,rbv2_glmnet,300
timepredict,min,0.36659655,rbv2_glmnet,300
timetrain,min,21.85646,rbv2_glmnet,300
acc,max,0.9934166,rbv2_glmnet,300
auc,max,0.99913824,rbv2_glmnet,300
bac,max,0.9902781,rbv2_glmnet,300
brier,max,0.98584366,rbv2_glmnet,300
f1,max,0.0008145869,rbv2_glmnet,300
logloss,max,3.5352783,rbv2_glmnet,300
memory,max,161.28479,rbv2_glmnet,300
timepredict,max,3.916567,rbv2_glmnet,300
timetrain,max,660.0187,rbv2_glmnet,300
acc,min,0.9849979,rbv2_rpart,4154
auc,min,0.40296367,rbv2_rpart,4154
bac,min,0.40353745,rbv2_rpart,4154
brier,min,0.00041105662,rbv2_rpart,4154
f1,min,0.99578273,rbv2_rpart,4154
logloss,min,0.009419378,rbv2_rpart,4154
memory,min,345.40793,rbv2_rpart,4154
timepredict,min,0.031129176,rbv2_rpart,4154
timetrain,min,0.35806468,rbv2_rpart,4154
acc,max,0.9972705,rbv2_rpart,4154
auc,max,0.8501163,rbv2_rpart,4154
bac,max,0.808866,rbv2_rpart,4154
brier,max,0.0018347658,rbv2_rpart,4154
f1,max,0.99893665,rbv2_rpart,4154
logloss,max,0.10591553,rbv2_rpart,4154
memory,max,794.6506,rbv2_rpart,4154
timepredict,max,0.15830253,rbv2_rpart,4154
timetrain,max,1.3369147,rbv2_rpart,4154
acc,min,0.20186526,rbv2_super,23
auc,min,0.23700312,rbv2_super,23
bac,min,0.20378442,rbv2_super,23
brier,min,0.3180381,rbv2_super,23
f1,min,0.0,rbv2_super,23
logloss,min,0.46805093,rbv2_super,23
memory,min,4.0112495,rbv2_super,23
timepredict,min,0.02226915,rbv2_super,23
timetrain,min,0.103444085,rbv2_super,23
acc,max,0.7826651,rbv2_super,23
auc,max,0.9592248,rbv2_super,23
bac,max,0.66384095,rbv2_super,23
brier,max,1.2111223,rbv2_super,23
f1,max,0.011269212,rbv2_super,23
logloss,max,22.298403,rbv2_super,23
memory,max,758.9783,rbv2_super,23
timepredict,max,1.8772717,rbv2_super,23
timetrain,max,1013.6302,rbv2_super,23
acc,min,0.54758596,rbv2_rpart,1486
auc,min,0.38070494,rbv2_rpart,1486
bac,min,0.4013613,rbv2_rpart,1486
brier,min,0.041318014,rbv2_rpart,1486
f1,min,0.0,rbv2_rpart,1486
logloss,min,0.15360124,rbv2_rpart,1486
memory,min,676.1239,rbv2_rpart,1486
timepredict,min,0.093699425,rbv2_rpart,1486
timetrain,min,0.9563475,rbv2_rpart,1486
acc,max,0.9490446,rbv2_rpart,1486
auc,max,0.9493723,rbv2_rpart,1486
bac,max,0.934078,rbv2_rpart,1486
brier,max,0.29803094,rbv2_rpart,1486
f1,max,0.90757537,rbv2_rpart,1486
logloss,max,0.9334565,rbv2_rpart,1486
memory,max,2189.0784,rbv2_rpart,1486
timepredict,max,1.3868877,rbv2_rpart,1486
timetrain,max,6.5881743,rbv2_rpart,1486
acc,min,0.20311041,rbv2_aknn,40984
auc,min,0.44015718,rbv2_aknn,40984
bac,min,0.2193853,rbv2_aknn,40984
brier,min,0.047552563,rbv2_aknn,40984
f1,min,0.0,rbv2_aknn,40984
logloss,min,0.08385995,rbv2_aknn,40984
memory,min,181.70148,rbv2_aknn,40984
timepredict,min,0.049046323,rbv2_aknn,40984
timetrain,min,0.32717603,rbv2_aknn,40984
acc,max,0.9800917,rbv2_aknn,40984
auc,max,0.9986562,rbv2_aknn,40984
bac,max,0.9745464,rbv2_aknn,40984
brier,max,1.4612517,rbv2_aknn,40984
f1,max,0.019648373,rbv2_aknn,40984
logloss,max,27.67876,rbv2_aknn,40984
memory,max,534.5185,rbv2_aknn,40984
timepredict,max,1.6267316,rbv2_aknn,40984
timetrain,max,8.403087,rbv2_aknn,40984
acc,min,0.3414759,rbv2_xgboost,1053
auc,min,0.40980938,rbv2_xgboost,1053
bac,min,0.49112374,rbv2_xgboost,1053
brier,min,0.08695872,rbv2_xgboost,1053
f1,min,0.40888906,rbv2_xgboost,1053
logloss,min,0.2182512,rbv2_xgboost,1053
memory,min,0.0,rbv2_xgboost,1053
timepredict,min,0.039172497,rbv2_xgboost,1053
timetrain,min,0.3715669,rbv2_xgboost,1053
acc,max,0.9360952,rbv2_xgboost,1053
auc,max,0.9272563,rbv2_xgboost,1053
bac,max,0.6546757,rbv2_xgboost,1053
brier,max,0.33461386,rbv2_xgboost,1053
f1,max,0.9637277,rbv2_xgboost,1053
logloss,max,4.850289,rbv2_xgboost,1053
memory,max,740.4948,rbv2_xgboost,1053
timepredict,max,2.9002976,rbv2_xgboost,1053
timetrain,max,2086.0176,rbv2_xgboost,1053
acc,min,0.6005128,rbv2_svm,50
auc,min,1.5421095e-13,rbv2_svm,50
bac,min,0.30545256,rbv2_svm,50
brier,min,7.5184957e-06,rbv2_svm,50
f1,min,0.0,rbv2_svm,50
logloss,min,0.0031586816,rbv2_svm,50
memory,min,108.77699,rbv2_svm,50
timepredict,min,0.026118238,rbv2_svm,50
timetrain,min,0.102975406,rbv2_svm,50
acc,max,0.99985766,rbv2_svm,50
auc,max,0.9999218,rbv2_svm,50
bac,max,0.9984429,rbv2_svm,50
brier,max,0.32028377,rbv2_svm,50
f1,max,0.9996555,rbv2_svm,50
logloss,max,0.8863471,rbv2_svm,50
memory,max,403.1596,rbv2_svm,50
timepredict,max,0.6319545,rbv2_svm,50
timetrain,max,40.403904,rbv2_svm,50
acc,min,0.3699129,rbv2_glmnet,1497
auc,min,0.4538262,rbv2_glmnet,1497
bac,min,0.2257216,rbv2_glmnet,1497
brier,min,0.3855507,rbv2_glmnet,1497
f1,min,0.0,rbv2_glmnet,1497
logloss,min,0.6620884,rbv2_glmnet,1497
memory,min,333.86404,rbv2_glmnet,1497
timepredict,min,0.0432767,rbv2_glmnet,1497
timetrain,min,1.1291928,rbv2_glmnet,1497
acc,max,0.73425496,rbv2_glmnet,1497
auc,max,0.9194667,rbv2_glmnet,1497
bac,max,0.67660415,rbv2_glmnet,1497
brier,max,0.67718697,rbv2_glmnet,1497
f1,max,0.00043734908,rbv2_glmnet,1497
logloss,max,1.3209543,rbv2_glmnet,1497
memory,max,532.75635,rbv2_glmnet,1497
timepredict,max,0.121425144,rbv2_glmnet,1497
timetrain,max,5.966828,rbv2_glmnet,1497
acc,min,0.3793502,rbv2_rpart,41027
auc,min,0.43205562,rbv2_rpart,41027
bac,min,0.26197752,rbv2_rpart,41027
brier,min,0.31292707,rbv2_rpart,41027
f1,min,0.0,rbv2_rpart,41027
logloss,min,0.5778652,rbv2_rpart,41027
memory,min,303.5298,rbv2_rpart,41027
timepredict,min,0.036314588,rbv2_rpart,41027
timetrain,min,0.34142917,rbv2_rpart,41027
acc,max,0.81263614,rbv2_rpart,41027
auc,max,0.9160026,rbv2_rpart,41027
bac,max,0.76380736,rbv2_rpart,41027
brier,max,0.6916394,rbv2_rpart,41027
f1,max,0.0006671548,rbv2_rpart,41027
logloss,max,3.73532,rbv2_rpart,41027
memory,max,639.8367,rbv2_rpart,41027
timepredict,max,0.23333229,rbv2_rpart,41027
timetrain,max,2.0349112,rbv2_rpart,41027
acc,min,0.05481343,rbv2_aknn,40499
auc,min,0.36243653,rbv2_aknn,40499
bac,min,0.070254475,rbv2_aknn,40499
brier,min,0.007810565,rbv2_aknn,40499
f1,min,0.0,rbv2_aknn,40499
logloss,min,0.0098153865,rbv2_aknn,40499
memory,min,241.58951,rbv2_aknn,40499
timepredict,min,0.048050616,rbv2_aknn,40499
timetrain,min,0.18071577,rbv2_aknn,40499
acc,max,0.99576896,rbv2_aknn,40499
auc,max,0.9998379,rbv2_aknn,40499
bac,max,0.99434876,rbv2_aknn,40499
brier,max,1.8571904,rbv2_aknn,40499
f1,max,0.023505688,rbv2_aknn,40499
logloss,max,33.90322,rbv2_aknn,40499
memory,max,830.0395,rbv2_aknn,40499
timepredict,max,2.8335843,rbv2_aknn,40499
timetrain,max,11.369663,rbv2_aknn,40499
acc,min,0.8894218,rbv2_rpart,1040
auc,min,0.36419252,rbv2_rpart,1040
bac,min,0.42598075,rbv2_rpart,1040
brier,min,0.005274833,rbv2_rpart,1040
f1,min,0.95988274,rbv2_rpart,1040
logloss,min,0.019717352,rbv2_rpart,1040
memory,min,397.62436,rbv2_rpart,1040
timepredict,min,0.039201573,rbv2_rpart,1040
timetrain,min,0.3456489,rbv2_rpart,1040
acc,max,0.99605006,rbv2_rpart,1040
auc,max,0.9862763,rbv2_rpart,1040
bac,max,0.9685735,rbv2_rpart,1040
brier,max,0.07685212,rbv2_rpart,1040
f1,max,0.9946848,rbv2_rpart,1040
logloss,max,0.28054738,rbv2_rpart,1040
memory,max,915.7246,rbv2_rpart,1040
timepredict,max,0.5332974,rbv2_rpart,1040
timetrain,max,1.5750363,rbv2_rpart,1040
auc,min,0.47675633,iaml_xgboost,40981
f1,min,4.2128477e-06,iaml_xgboost,40981
ias,min,2.9791947e-08,iaml_xgboost,40981
logloss,min,0.2807309,iaml_xgboost,40981
mec,min,0.0,iaml_xgboost,40981
mmce,min,0.120158024,iaml_xgboost,40981
nf,min,0.0,iaml_xgboost,40981
rammodel,min,0.082479134,iaml_xgboost,40981
rampredict,min,10.562416,iaml_xgboost,40981
ramtrain,min,12.712752,iaml_xgboost,40981
timepredict,min,0.11976656,iaml_xgboost,40981
timetrain,min,0.07484238,iaml_xgboost,40981
auc,max,0.9443386,iaml_xgboost,40981
f1,max,0.89426374,iaml_xgboost,40981
ias,max,0.81782824,iaml_xgboost,40981
logloss,max,4.312087,iaml_xgboost,40981
mec,max,7.0640683,iaml_xgboost,40981
mmce,max,0.5670784,iaml_xgboost,40981
nf,max,16.0,iaml_xgboost,40981
rammodel,max,4.2598352,iaml_xgboost,40981
rampredict,max,15.996817,iaml_xgboost,40981
ramtrain,max,47.938538,iaml_xgboost,40981
timepredict,max,0.3676569,iaml_xgboost,40981
timetrain,max,214.63324,iaml_xgboost,40981
acc,min,0.98645127,rbv2_glmnet,4154
auc,min,0.4432313,rbv2_glmnet,4154
bac,min,0.4518302,rbv2_glmnet,4154
brier,min,0.0019839269,rbv2_glmnet,4154
f1,min,0.9958404,rbv2_glmnet,4154
logloss,min,0.011332892,rbv2_glmnet,4154
memory,min,370.47873,rbv2_glmnet,4154
timepredict,min,0.0464326,rbv2_glmnet,4154
timetrain,min,1.3424335,rbv2_glmnet,4154
acc,max,0.9962249,rbv2_glmnet,4154
auc,max,0.9828304,rbv2_glmnet,4154
bac,max,0.7391491,rbv2_glmnet,4154
brier,max,0.0080374135,rbv2_glmnet,4154
f1,max,0.99931836,rbv2_glmnet,4154
logloss,max,0.07491542,rbv2_glmnet,4154
memory,max,764.0658,rbv2_glmnet,4154
timepredict,max,0.18835472,rbv2_glmnet,4154
timetrain,max,10.054848,rbv2_glmnet,4154
acc,min,0.09403512,rbv2_svm,41164
auc,min,0.30199876,rbv2_svm,41164
bac,min,0.006046484,rbv2_svm,41164
brier,min,0.35325015,rbv2_svm,41164
f1,min,0.0,rbv2_svm,41164
logloss,min,0.7886561,rbv2_svm,41164
memory,min,0.0,rbv2_svm,41164
timepredict,min,3.3445783,rbv2_svm,41164
timetrain,min,24.181562,rbv2_svm,41164
acc,max,0.71860546,rbv2_svm,41164
auc,max,0.9379038,rbv2_svm,41164
bac,max,0.8310984,rbv2_svm,41164
brier,max,0.95490944,rbv2_svm,41164
f1,max,0.03991717,rbv2_svm,41164
logloss,max,2.6469052,rbv2_svm,41164
memory,max,1589.4336,rbv2_svm,41164
timepredict,max,29.101994,rbv2_svm,41164
timetrain,max,1081.7255,rbv2_svm,41164
acc,min,0.071223564,rbv2_rpart,1468
auc,min,0.4196934,rbv2_rpart,1468
bac,min,0.093706295,rbv2_rpart,1468
brier,min,0.30454448,rbv2_rpart,1468
f1,min,0.0,rbv2_rpart,1468
logloss,min,0.90643823,rbv2_rpart,1468
memory,min,249.06233,rbv2_rpart,1468
timepredict,min,0.05339247,rbv2_rpart,1468
timetrain,min,0.4096766,rbv2_rpart,1468
acc,max,0.8136551,rbv2_rpart,1468
auc,max,0.9707559,rbv2_rpart,1468
bac,max,0.82493436,rbv2_rpart,1468
brier,max,1.0278759,rbv2_rpart,1468
f1,max,0.00042015314,rbv2_rpart,1468
logloss,max,8.326894,rbv2_rpart,1468
memory,max,554.7635,rbv2_rpart,1468
timepredict,max,0.4521866,rbv2_rpart,1468
timetrain,max,3.9072888,rbv2_rpart,1468
acc,min,0.22799106,rbv2_aknn,37
auc,min,0.32797477,rbv2_aknn,37
bac,min,0.4442047,rbv2_aknn,37
brier,min,0.15056531,rbv2_aknn,37
f1,min,0.0,rbv2_aknn,37
logloss,min,0.22249736,rbv2_aknn,37
memory,min,82.47059,rbv2_aknn,37
timepredict,min,0.037897915,rbv2_aknn,37
timetrain,min,0.16839188,rbv2_aknn,37
acc,max,0.8254837,rbv2_aknn,37
auc,max,0.8846828,rbv2_aknn,37
bac,max,0.7762554,rbv2_aknn,37
brier,max,0.7462634,rbv2_aknn,37
f1,max,0.86824745,rbv2_aknn,37
logloss,max,31.447529,rbv2_aknn,37
memory,max,447.5046,rbv2_aknn,37
timepredict,max,0.72899336,rbv2_aknn,37
timetrain,max,4.9623833,rbv2_aknn,37
acc,min,0.36988184,rbv2_xgboost,1050
auc,min,0.2235101,rbv2_xgboost,1050
bac,min,0.47806194,rbv2_xgboost,1050
brier,min,0.054984424,rbv2_xgboost,1050
f1,min,0.4097785,rbv2_xgboost,1050
logloss,min,0.2357832,rbv2_xgboost,1050
memory,min,0.16687225,rbv2_xgboost,1050
timepredict,min,0.041893065,rbv2_xgboost,1050
timetrain,min,0.28699508,rbv2_xgboost,1050
acc,max,0.92436385,rbv2_xgboost,1050
auc,max,0.88662875,rbv2_xgboost,1050
bac,max,0.66332793,rbv2_xgboost,1050
brier,max,0.2864999,rbv2_xgboost,1050
f1,max,0.96878445,rbv2_xgboost,1050
logloss,max,5.5541086,rbv2_xgboost,1050
memory,max,454.47928,rbv2_xgboost,1050
timepredict,max,2.0595708,rbv2_xgboost,1050
timetrain,max,1059.1017,rbv2_xgboost,1050
acc,min,0.09350116,rbv2_glmnet,1468
auc,min,0.46686065,rbv2_glmnet,1468
bac,min,0.09358769,rbv2_glmnet,1468
brier,min,0.07325502,rbv2_glmnet,1468
f1,min,0.0,rbv2_glmnet,1468
logloss,min,0.16275737,rbv2_glmnet,1468
memory,min,327.44968,rbv2_glmnet,1468
timepredict,min,0.16664931,rbv2_glmnet,1468
timetrain,min,1.9069872,rbv2_glmnet,1468
acc,max,0.97848904,rbv2_glmnet,1468
auc,max,0.99760723,rbv2_glmnet,1468
bac,max,0.97357804,rbv2_glmnet,1468
brier,max,0.90610766,rbv2_glmnet,1468
f1,max,0.00039723516,rbv2_glmnet,1468
logloss,max,2.3667912,rbv2_glmnet,1468
memory,max,565.6346,rbv2_glmnet,1468
timepredict,max,0.41968173,rbv2_glmnet,1468
timetrain,max,26.1365,rbv2_glmnet,1468
acc,min,0.19586809,rbv2_xgboost,60
auc,min,0.38021654,rbv2_xgboost,60
bac,min,0.18148158,rbv2_xgboost,60
brier,min,0.036864348,rbv2_xgboost,60
f1,min,1.7881295e-07,rbv2_xgboost,60
logloss,min,0.045864597,rbv2_xgboost,60
memory,min,0.0,rbv2_xgboost,60
timepredict,min,0.022053586,rbv2_xgboost,60
timetrain,min,0.70788556,rbv2_xgboost,60
acc,max,0.9969434,rbv2_xgboost,60
auc,max,0.9937179,rbv2_xgboost,60
bac,max,0.92214143,rbv2_xgboost,60
brier,max,0.93303096,rbv2_xgboost,60
f1,max,0.6588049,rbv2_xgboost,60
logloss,max,2.706954,rbv2_xgboost,60
memory,max,616.8066,rbv2_xgboost,60
timepredict,max,2.5174174,rbv2_xgboost,60
timetrain,max,2253.3877,rbv2_xgboost,60
acc,min,0.4931199,rbv2_svm,40670
auc,min,0.37499714,rbv2_svm,40670
bac,min,0.20908472,rbv2_svm,40670
brier,min,0.038754985,rbv2_svm,40670
f1,min,0.0,rbv2_svm,40670
logloss,min,0.08266545,rbv2_svm,40670
memory,min,0.0040700566,rbv2_svm,40670
timepredict,min,0.08238722,rbv2_svm,40670
timetrain,min,0.5085871,rbv2_svm,40670
acc,max,0.9730751,rbv2_svm,40670
auc,max,0.99907154,rbv2_svm,40670
bac,max,0.97698224,rbv2_svm,40670
brier,max,0.6727052,rbv2_svm,40670
f1,max,0.014672756,rbv2_svm,40670
logloss,max,1.0945408,rbv2_svm,40670
memory,max,563.40314,rbv2_svm,40670
timepredict,max,2.731926,rbv2_svm,40670
timetrain,max,57.863274,rbv2_svm,40670
acc,min,0.08705752,rbv2_ranger,40979
auc,min,0.3047095,rbv2_ranger,40979
bac,min,0.04135089,rbv2_ranger,40979
brier,min,0.075955845,rbv2_ranger,40979
f1,min,8.940697e-08,rbv2_ranger,40979
logloss,min,0.18958387,rbv2_ranger,40979
memory,min,0.20605393,rbv2_ranger,40979
timepredict,min,0.025383985,rbv2_ranger,40979
timetrain,min,0.123297274,rbv2_ranger,40979
acc,max,0.9877296,rbv2_ranger,40979
auc,max,0.99877816,rbv2_ranger,40979
bac,max,0.985494,rbv2_ranger,40979
brier,max,0.91392815,rbv2_ranger,40979
f1,max,0.0037537515,rbv2_ranger,40979
logloss,max,4.3302355,rbv2_ranger,40979
memory,max,1488.7141,rbv2_ranger,40979
timepredict,max,2.1893702,rbv2_ranger,40979
timetrain,max,632.57117,rbv2_ranger,40979
acc,min,0.44851843,rbv2_glmnet,11
auc,min,0.4565036,rbv2_glmnet,11
bac,min,0.2916979,rbv2_glmnet,11
brier,min,0.12693682,rbv2_glmnet,11
f1,min,0.0,rbv2_glmnet,11
logloss,min,0.2353308,rbv2_glmnet,11
memory,min,261.0511,rbv2_glmnet,11
timepredict,min,0.03778182,rbv2_glmnet,11
timetrain,min,0.530741,rbv2_glmnet,11
acc,max,0.9154873,rbv2_glmnet,11
auc,max,0.98387694,rbv2_glmnet,11
bac,max,0.8202447,rbv2_glmnet,11
brier,max,0.6198151,rbv2_glmnet,11
f1,max,0.0011926591,rbv2_glmnet,11
logloss,max,2.252872,rbv2_glmnet,11
memory,max,399.31448,rbv2_glmnet,11
timepredict,max,0.072022,rbv2_glmnet,11
timetrain,max,6.009338,rbv2_glmnet,11
acc,min,0.2207263,rbv2_xgboost,1479
auc,min,0.24022578,rbv2_xgboost,1479
bac,min,0.4607615,rbv2_xgboost,1479
brier,min,0.180233,rbv2_xgboost,1479
f1,min,0.00022771567,rbv2_xgboost,1479
logloss,min,0.47643426,rbv2_xgboost,1479
memory,min,0.12281485,rbv2_xgboost,1479
timepredict,min,0.03471349,rbv2_xgboost,1479
timetrain,min,0.3449915,rbv2_xgboost,1479
acc,max,0.8017299,rbv2_xgboost,1479
auc,max,0.8347587,rbv2_xgboost,1479
bac,max,0.7650648,rbv2_xgboost,1479
brier,max,0.7462333,rbv2_xgboost,1479
f1,max,0.7955643,rbv2_xgboost,1479
logloss,max,15.034861,rbv2_xgboost,1479
memory,max,504.59048,rbv2_xgboost,1479
timepredict,max,1.8064591,rbv2_xgboost,1479
timetrain,max,1359.8464,rbv2_xgboost,1479
acc,min,0.5188347,rbv2_aknn,50
auc,min,0.28945053,rbv2_aknn,50
bac,min,0.44569826,rbv2_aknn,50
brier,min,1.3113006e-06,rbv2_aknn,50
f1,min,0.0,rbv2_aknn,50
logloss,min,9.99526e-16,rbv2_aknn,50
memory,min,63.31504,rbv2_aknn,50
timepredict,min,0.034323342,rbv2_aknn,50
timetrain,min,0.126,rbv2_aknn,50
acc,max,0.9999943,rbv2_aknn,50
auc,max,0.9999981,rbv2_aknn,50
bac,max,0.9998489,rbv2_aknn,50
brier,max,0.33211565,rbv2_aknn,50
f1,max,0.99999994,rbv2_aknn,50
logloss,max,11.854706,rbv2_aknn,50
memory,max,453.57053,rbv2_aknn,50
timepredict,max,0.69345385,rbv2_aknn,50
timetrain,max,10.963546,rbv2_aknn,50
acc,min,0.45604256,rbv2_ranger,41212
auc,min,0.36530912,rbv2_ranger,41212
bac,min,0.14824544,rbv2_ranger,41212
brier,min,0.18081059,rbv2_ranger,41212
f1,min,2.771616e-06,rbv2_ranger,41212
logloss,min,0.3459644,rbv2_ranger,41212
memory,min,3.218037,rbv2_ranger,41212
timepredict,min,0.032610524,rbv2_ranger,41212
timetrain,min,0.3070743,rbv2_ranger,41212
acc,max,0.8936594,rbv2_ranger,41212
auc,max,0.9780916,rbv2_ranger,41212
bac,max,0.862493,rbv2_ranger,41212
brier,max,0.6558802,rbv2_ranger,41212
f1,max,0.023020178,rbv2_ranger,41212
logloss,max,1.3887305,rbv2_ranger,41212
memory,max,1421.6324,rbv2_ranger,41212
timepredict,max,5.835065,rbv2_ranger,41212
timetrain,max,694.88873,rbv2_ranger,41212
acc,min,0.08013228,rbv2_rpart,32
auc,min,0.466453,rbv2_rpart,32
bac,min,0.08738036,rbv2_rpart,32
brier,min,0.2005822,rbv2_rpart,32
f1,min,0.0,rbv2_rpart,32
logloss,min,0.45424864,rbv2_rpart,32
memory,min,362.3245,rbv2_rpart,32
timepredict,min,0.038821958,rbv2_rpart,32
timetrain,min,0.43734986,rbv2_rpart,32
acc,max,0.8889605,rbv2_rpart,32
auc,max,0.9934924,rbv2_rpart,32
bac,max,0.9114469,rbv2_rpart,32
brier,max,1.0345515,rbv2_rpart,32
f1,max,0.00014722347,rbv2_rpart,32
logloss,max,4.806013,rbv2_rpart,32
memory,max,933.5057,rbv2_rpart,32
timepredict,max,0.23737487,rbv2_rpart,32
timetrain,max,3.4211614,rbv2_rpart,32
acc,min,0.6371622,rbv2_svm,1494
auc,min,0.34831256,rbv2_svm,1494
bac,min,0.26013917,rbv2_svm,1494
brier,min,0.07606434,rbv2_svm,1494
f1,min,0.7236417,rbv2_svm,1494
logloss,min,0.27389422,rbv2_svm,1494
memory,min,0.41934714,rbv2_svm,1494
timepredict,min,0.03466738,rbv2_svm,1494
timetrain,min,0.18607427,rbv2_svm,1494
acc,max,0.9009514,rbv2_svm,1494
auc,max,0.9805124,rbv2_svm,1494
bac,max,0.902006,rbv2_svm,1494
brier,max,0.26344946,rbv2_svm,1494
f1,max,0.9320228,rbv2_svm,1494
logloss,max,0.8571544,rbv2_svm,1494
memory,max,383.42087,rbv2_svm,1494
timepredict,max,0.5616807,rbv2_svm,1494
timetrain,max,330.79013,rbv2_svm,1494
acc,min,0.06881888,rbv2_super,41164
auc,min,0.22889736,rbv2_super,41164
bac,min,0.015823383,rbv2_super,41164
brier,min,0.12296545,rbv2_super,41164
f1,min,0.0,rbv2_super,41164
logloss,min,0.22073218,rbv2_super,41164
memory,min,-2.5462837e-08,rbv2_super,41164
timepredict,min,0.043976657,rbv2_super,41164
timetrain,min,0.21704084,rbv2_super,41164
acc,max,0.92803305,rbv2_super,41164
auc,max,0.99907535,rbv2_super,41164
bac,max,0.88466555,rbv2_super,41164
brier,max,1.2886355,rbv2_super,41164
f1,max,0.02019146,rbv2_super,41164
logloss,max,21.605265,rbv2_super,41164
memory,max,1633.466,rbv2_super,41164
timepredict,max,30.272741,rbv2_super,41164
timetrain,max,2300.91,rbv2_super,41164
acc,min,0.41914302,rbv2_super,1489
auc,min,0.26510254,rbv2_super,1489
bac,min,0.24245603,rbv2_super,1489
brier,min,0.053253002,rbv2_super,1489
f1,min,0.43101943,rbv2_super,1489
logloss,min,0.17129958,rbv2_super,1489
memory,min,0.11533544,rbv2_super,1489
timepredict,min,0.02926833,rbv2_super,1489
timetrain,min,0.13277309,rbv2_super,1489
acc,max,0.9514896,rbv2_super,1489
auc,max,0.99538153,rbv2_super,1489
bac,max,0.92933655,rbv2_super,1489
brier,max,0.39828497,rbv2_super,1489
f1,max,0.984709,rbv2_super,1489
logloss,max,9.5214,rbv2_super,1489
memory,max,1125.6041,rbv2_super,1489
timepredict,max,3.3980098,rbv2_super,1489
timetrain,max,1255.371,rbv2_super,1489
acc,min,0.045397315,rbv2_rpart,1515
auc,min,0.41428593,rbv2_rpart,1515
bac,min,0.02950861,rbv2_rpart,1515
brier,min,0.37091684,rbv2_rpart,1515
f1,min,0.0,rbv2_rpart,1515
logloss,min,1.9451666,rbv2_rpart,1515
memory,min,241.82173,rbv2_rpart,1515
timepredict,min,0.053342223,rbv2_rpart,1515
timetrain,min,0.5388773,rbv2_rpart,1515
acc,max,0.76896733,rbv2_rpart,1515
auc,max,0.9681708,rbv2_rpart,1515
bac,max,0.750663,rbv2_rpart,1515
brier,max,1.077519,rbv2_rpart,1515
f1,max,0.0011617541,rbv2_rpart,1515
logloss,max,20.136898,rbv2_rpart,1515
memory,max,535.1452,rbv2_rpart,1515
timepredict,max,0.7539677,rbv2_rpart,1515
timetrain,max,6.15789,rbv2_rpart,1515
acc,min,0.16013753,rbv2_glmnet,1476
auc,min,0.4340727,rbv2_glmnet,1476
bac,min,0.116825745,rbv2_glmnet,1476
brier,min,0.009424856,rbv2_glmnet,1476
f1,min,0.0,rbv2_glmnet,1476
logloss,min,0.055479124,rbv2_glmnet,1476
memory,min,0.2033648,rbv2_glmnet,1476
timepredict,min,0.101976514,rbv2_glmnet,1476
timetrain,min,10.679756,rbv2_glmnet,1476
acc,max,0.9967209,rbv2_glmnet,1476
